frame,center
1,113.0
2,115.0
3,114.0
4,117.0
5,116.0
6,117.0
7,118.0
8,116.0
9,116.0
10,117.0
11,120.0
12,120.0
13,122.0
14,123.0
15,126.0
16,134.0
17,136.0
18,136.0
19,130.0
20,130.0
21,128.0
22,117.0
23,80.0
24,80.0
25,79.0
26,68.0
27,68.0
28,68.0
29,68.0
30,68.0
31,68.0
32,68.0
33,68.0
34,68.0
35,76.0
36,75.0
37,79.0
38,82.0
39,78.0
40,81.0
41,83.0
42,84.0
43,85.0
44,86.0
45,88.0
46,75.0
47,77.0
48,77.0
49,79.0
50,79.0
51,82.0
52,79.0
53,79.0
54,89.0
55,91.0
56,96.0
57,99.0
58,99.0
59,99.0
60,99.0
61,99.0
