frame,head_amplitude,eyes_ratio,MOA
1,27.667398712106458,0.75,0.9761870601839528
2,31.79881438506862,0.45,0.9726502311087318
3,30.93166622871589,0.6222222222222222,0.9486832980505138
4,32.48895145799026,0.8055555555555556,0.9486832980505138
5,32.90127569282279,0.75,0.9486832980505138
6,32.69224211206515,0.6722222222222223,0.9578262852211512
7,31.30887686730225,0.6,0.8682431421244593
8,29.212286331395333,0.6,0.9200239789895804
9,32.08996212499553,0.6,0.953072925334564
10,31.409720545294203,0.6,0.9486832980505138
11,31.53100740472176,0.45,0.8944271909999159
12,34.93057620740427,0.6,0.8944271909999159
13,34.57839016880719,0.6222222222222222,0.9761870601839528
14,33.58234363782842,0.5277777777777778,0.9429903335828896
15,32.639539625483394,0.5222222222222221,0.9429903335828896
16,33.30952876429967,0.6777777777777778,0.9761870601839528
17,26.64808730317428,0.6,0.8944271909999159
18,32.159724064840766,0.55,0.953072925334564
19,31.14603591043785,0.8055555555555556,0.9462604796066584
20,27.33465112413369,0.6222222222222222,0.9462604796066584
21,29.30376193639144,0.6222222222222222,0.952925780013262
22,28.537760858290632,0.5444444444444445,0.952925780013262
23,27.83579786742865,0.6,0.9561999555074318
24,31.1033015543552,0.6499999999999999,0.9561999555074318
25,31.192429419672575,0.5277777777777778,0.9260923597695476
26,31.84875715204443,0.75,0.952925780013262
27,32.56655003646606,0.7277777777777779,0.9079593845004515
28,30.347197927414115,0.6,0.9079593845004515
29,27.354211961790195,0.5777777777777777,0.8000000000000002
30,27.4175487975778,0.7055555555555555,0.8484699168018355
31,29.85205768645069,0.6,0.8022332212740245
32,21.802810068260364,0.8888888888888888,0.9486832980505138
33,20.680768130534123,0.8333333333333334,0.9578262852211512
34,26.31122948522609,0.8055555555555556,0.8436614877321076
35,18.811827960613662,0.8888888888888888,0.953072925334564
36,23.913327819631117,0.8833333333333333,0.953072925334564
37,22.445252144671755,0.8888888888888888,0.9801548125884952
38,23.728844059098403,0.7777777777777778,0.9608235911808948
39,19.82708624191669,0.8888888888888888,0.9846232660466404
40,20.657258589394363,0.8055555555555556,0.973798180822812
41,27.626974536990677,0.7777777777777778,0.973798180822812
42,23.09192853374322,0.8055555555555556,0.9882352941176468
43,0.0,0.8611111111111112,0.9883716976506172
44,21.50758962560608,0.6777777777777778,0.9486832980505138
45,17.657723258695995,0.7777777777777778,0.970142500145332
46,16.235502096817974,0.8055555555555556,0.986393923832144
47,20.252462783680546,0.7777777777777778,0.970142500145332
48,23.68724486333026,0.5777777777777777,0.9743911956946196
49,17.87831082755399,0.9333333333333332,0.96363383291291
50,15.26641019103424,0.8555555555555556,0.9693340879652036
51,13.581298067280615,0.9333333333333332,0.9561999555074318
52,20.142189853110477,0.8277777777777777,0.9561999555074318
53,22.374147054449548,0.9333333333333332,0.981664958822398
54,29.512100866053103,0.7277777777777779,0.953072925334564
55,29.95603461417963,0.7055555555555555,0.8944271909999159
56,19.92668443235094,0.6833333333333333,0.8376105968386143
57,18.185363056628063,0.6,0.6643638388299198
58,34.12126075351713,0.5555555555555556,0.9863939238321436
59,36.18698187577477,0.5555555555555556,0.854787515221729
60,33.6051676651474,0.6111111111111112,0.8944271909999159
61,35.53050925701033,0.5166666666666666,0.8944271909999159
62,24.301163320328374,0.4666666666666667,0.7568230077691596
63,35.67694142584151,0.5555555555555556,0.7907237076139135
64,37.19411628477201,0.6444444444444444,0.6507913734559684
65,34.50912494441417,0.5333333333333333,0.7071067811865476
66,19.33053228348913,0.6111111111111112,0.1414213562373094
67,44.24310556371847,0.4166666666666666,0.8944271909999159
68,41.68820120372229,0.5,0.8253072612498317
69,37.023483644908886,0.4777777777777777,0.894427190999916
70,35.53050925701033,0.5166666666666666,0.8944271909999159
