frame,eye_mouth_distance
1,75.42708799343168
2,61.324535692017434
3,58.161392676829486
4,54.905731789695224
5,53.04925993596181
6,46.27269931829401
7,65.26068519943026
8,64.60130814912176
9,61.111953504721136
10,47.484134440626626
11,43.829479182600046
12,43.07062968393124
13,44.38591416333964
14,42.443734381358276
15,42.101162612736005
16,57.83458919214655
17,42.505082362689556
18,57.31886281683705
19,52.76661695069746
20,50.85295470062425
21,43.961606955604516
22,42.711926724421566
23,49.286401152056136
24,51.21283294309899
25,41.52998252798881
26,42.52170788372627
27,48.26057966235755
28,40.99277770882589
29,42.3539132791299
30,42.027127460788165
31,43.39701712682701
32,43.51080779756985
33,42.30951713144816
34,43.20780152531507
35,42.66708127782497
36,42.31144421119612
37,40.95396644301536
38,41.16750882807694
39,42.0341344855067
40,42.65073496081596
41,42.6362668532599
42,53.01201182884889
43,55.84176882714897
44,47.44331137732924
45,56.20701964464096
46,40.04247724889369
47,40.56866545526321
48,38.62259358134688
49,40.476964143346365
50,42.06956833742003
51,42.51827088405992
52,41.53652635306887
53,57.47039965074817
54,41.19455880013824
55,41.26020556628069
56,42.587591740987534
57,41.541966922292815
58,39.512336929203784
59,46.8282127217805
60,51.647009787859595
61,55.3748185054279
62,
