frame,eye_mouth_distance
1,53.52653092795398
2,52.43515191210962
3,52.83298971321043
4,51.376592831376875
5,51.64097120475056
6,66.34908591493931
7,51.81602237730853
8,51.5
9,58.77735571180649
10,64.42601728310329
11,73.97309110955811
12,66.04687464287527
13,53.02479588659176
14,66.22373116470877
15,59.35723896610723
16,63.077544549483335
17,70.43091889702637
18,69.50044575637334
19,51.10958251156298
20,51.765814457990714
21,51.12277077162734
22,49.029643706727576
23,49.973952765236675
24,50.07411521663175
25,53.49161381735152
26,49.290586798116486
27,55.254788041151855
28,50.773621265755274
29,51.424987223765996
30,64.03873063114027
31,49.917786252733244
32,49.74324589520128
33,49.24498572558265
34,59.97930467762566
35,65.6457787542777
36,51.5243529960946
37,52.567995870817924
38,55.0
39,79.00967804316258
40,74.96254101781481
41,69.61747704934174
42,76.78461758352296
43,58.33711571332619
44,58.33566498779323
45,57.0
46,44.41769938644567
47,72.26791019606668
48,52.22389771463669
49,58.006894831559165
50,56.43804620454977
51,50.83836361198121
52,56.9781526753839
53,57.626728673864925
54,55.14170593603614
55,57.19025380647842
56,77.84434833725294
57,61.85962257446766
58,61.42125122032346
59,60.488281063549714
60,61.53676115114422
61,62.234365515253884
62,
