frame,eye_mouth_distance
1,38.11622703705458
2,38.12092982996136
3,37.03349672079329
4,35.63301479627224
5,36.947170807207065
6,35.38954501327429
7,37.003987742933
8,36.63749592029507
9,36.648999103832466
10,37.60143548404904
11,33.6791106721547
12,39.978136655392476
13,41.00311780954093
14,39.84547633034528
15,38.82143612946344
16,39.83951156157714
17,40.53369551500337
18,40.85425540168649
19,40.72748242842772
20,39.364481639401994
21,38.835686054179476
22,39.10570173797547
23,38.03041501504048
24,37.402677581220104
25,37.98674989084603
26,41.444562471617424
27,42.37664637537511
28,40.936750158183216
29,39.5
30,39.26075483545721
31,38.86607693186794
32,40.29878721894742
33,38.26857102888702
34,36.026745615290146
35,34.29496027847352
36,35.75609738128586
37,36.864498148345994
38,39.81732041542866
39,37.76289920042843
40,38.00542467031897
41,37.010818383869065
42,36.02386231032693
43,36.9503178969266
44,38.376777095948874
45,38.27250239513016
46,39.50875656426891
47,44.12170128502153
48,43.26691984297877
49,40.71282656086829
50,42.87522986928499
51,43.96661996296839
52,40.733807868259454
53,40.65054997309082
54,39.44756906728754
55,40.53925235181677
56,41.242507428988745
57,40.43234515558901
58,39.68863097469111
59,38.458423314005536
60,37.84635366766884
61,37.07367091982797
62,38.0328859294747
