frame,eye_mouth_distance
1,47.83706957031675
2,46.88834639595996
3,48.5422398254983
4,47.044645411561305
5,46.54433031466627
6,47.312808814281524
7,45.42238809715138
8,44.0
9,44.27026306336272
10,46.80702070458509
11,45.80018477742185
12,45.449139651152485
13,46.47923593851702
14,46.312304997510076
15,48.39068823034517
16,47.75
17,46.608889640533604
18,47.14371660304516
19,46.35097060099842
20,46.1022245747194
21,46.25
22,46.4364643278609
23,45.08219780850199
24,46.0702219067225
25,45.49119067287083
26,46.171079235879574
27,47.40367193802129
28,46.694854157616255
29,45.17293372726678
30,50.540768251030016
31,48.82110066265052
32,49.25252658251625
33,47.67918540482753
34,47.03791475253187
35,44.878147095456995
36,45.649970966441195
37,47.23821511471733
38,48.19588533988675
39,44.91714354499459
40,43.75
41,45.661659618606386
42,45.5
43,47.816059110687874
44,46.45045410324631
45,45.82977403082261
46,45.97198111511014
47,45.98115305480064
48,44.48257386128329
49,46.6259035517985
50,46.56873380349185
51,46.28080083926811
52,45.529291732993265
53,47.01135252953407
54,45.85535439635549
55,47.729014182156654
56,45.671834873449555
57,49.238043243471296
58,49.00021993766153
59,
60,
61,
62,
