frame,eye_mouth_distance
1,29.491432375241224
2,37.04791353779923
3,29.042878386627958
4,23.713229248234207
5,40.16893562937082
6,40.37352077823108
7,38.56815732505197
8,33.95912786901411
9,34.318790942641115
10,31.877571301260033
11,33.007483576928706
12,32.0408250519858
13,34.23824911168439
14,43.07392980569329
15,41.63183440536007
16,40.61102280546185
17,39.487024787032254
18,36.58706261351042
19,40.120269472101896
20,36.71519770410951
21,36.96866600355951
22,36.59384130303179
23,37.21018789200372
24,40.70709239434959
25,33.93896770010189
26,33.646247307392315
27,34.845735737078144
28,34.397725547430234
29,32.925204602906206
30,37.073306539928
31,33.04925779489688
32,32.33125880926722
33,35.256522277206585
34,30.56053330996247
35,40.11485390911174
36,30.154467400684233
37,40.48484757115976
38,42.09891902384196
39,36.34831192395596
40,41.900174374170625
41,40.625777942960475
42,39.26619432265325
43,
44,
45,
46,
47,
48,
49,
50,
51,
52,
53,
54,
55,
56,
57,
58,
59,
60,
61,
62,
