frame,eye_mouth_distance
1.0,57.569405733147555
2.0,55.97186271506171
3.0,57.988252506299254
4.0,57.69251602500012
5.0,60.273052183868806
6.0,63.949370404639524
7.0,64.30469115791227
8.0,64.5601292259268
9.0,61.44900715874543
10.0,65.3823956020224
11.0,58.75467699652103
12.0,62.18557801134
13.0,63.989782347004336
14.0,57.199854584355215
15.0,57.441489754302104
16.0,56.361848960066304
17.0,51.99753712274701
18.0,57.77293023767945
19.0,56.82568222432867
20.0,51.1384185894441
21.0,51.72046042733541
22.0,53.736729290273914
23.0,55.79552854931622
24.0,56.5905459925903
25.0,55.84245958104259
26.0,55.27992993076477
27.0,58.85508279350682
28.0,60.64227174134574
29.0,59.65645430522866
30.0,59.71316140516847
31.0,61.061840099357795
32.0,65.93549268942381
33.0,60.152732435960004
34.0,50.48024053173527
35.0,53.569998691276254
36.0,49.86441969459569
37.0,58.9572136218093
38.0,58.50891781830353
39.0,58.77240793977324
40.0,57.80536655038654
41.0,59.695533560960534
42.0,60.13299993710228
43.0,54.906841559135415
44.0,57.80666270704256
45.0,58.82681157953581
46.0,57.92925672389902
47.0,56.554313561340805
48.0,56.717906077517426
49.0,60.22784055608266
50.0,61.05523313639215
51.0,60.65557020724659
52.0,62.5573888050582
53.0,61.24603214142831
54.0,55.12876318755911
55.0,54.39914571745221
56.0,55.00987523518444
57.0,54.480132287229544
58.0,55.25572107518335
59.0,56.21144521857505
60.0,55.61552588283035
61.0,56.08719890649991
62.0,56.024792119168
,55.75820405885573
,56.55097568970166
,56.12530623524472
,56.13049041915366
,56.3893749841655
,55.856888459686935
,55.9437447838375
,59.54012725864531
,62.45381028389635
,59.18986812598475
,58.69542666162633
,60.525066386299265
,58.840782869919835
,60.302934142986125
,59.95228676120777
,56.674694039033675
