frame,eye_mouth_distance
1,69.56955199028681
2,70.7298987429065
3,69.98345924449866
4,71.48543416026519
5,69.98329408490446
6,70.74079806256869
7,68.11600765505682
8,70.92654823795958
9,73.64193498245183
10,73.01565977433587
11,71.84257446097924
12,76.87090036156849
13,81.89065776228483
14,69.07849821511849
15,70.91069143381746
16,72.45300762513467
17,73.95822863365021
18,73.3195508733668
19,72.59691332051433
20,72.98702669571848
21,73.83292433884873
22,73.66205595376002
23,72.02794140166607
24,70.17437916210629
25,66.78501504474168
26,66.68184703727391
27,66.70665600426666
28,66.24697736464472
29,66.75758349754669
30,63.49774589925945
31,67.33657519654132
32,68.42345377425042
33,68.58822424567241
34,69.08833823374864
35,67.19820627931603
36,65.84832979784723
37,66.00232621398985
38,67.08589691475657
39,69.34396469673548
40,70.42135506640548
41,67.67613877951476
42,66.02419262587466
43,65.73480120183116
44,66.51687843923796
45,66.26045878891354
46,66.17392477678236
47,66.02210343189437
48,66.85404078708731
49,66.85513657825982
50,66.937386464345
51,68.92148873071437
52,69.66063913953566
53,70.94454255445676
54,71.06392450379721
55,72.06031099532173
56,70.74359913280843
57,67.74079365388418
58,67.74305729719742
59,68.25984161587485
60,68.00068317418626
61,66.85058676625087
62,
