frame,eye_mouth_distance
1.0,63.87254265489358
2.0,66.0
3.0,67.07462508555494
4.0,67.83566560347602
5.0,65.05713182189074
6.0,77.35547289152028
7.0,72.75128014941576
8.0,67.76032510448807
9.0,68.90886210280883
10.0,72.42419482037535
11.0,64.93155685122363
12.0,69.77450776839271
13.0,66.7798125665683
14.0,71.31641828384795
15.0,63.82609195012259
16.0,67.74414118123842
17.0,68.72913888671597
18.0,70.69979871584881
19.0,75.16039707873942
20.0,72.8342323306484
21.0,73.30194554042846
22.0,73.53807982324362
23.0,70.51953590006822
24.0,75.4700723495731
25.0,75.59557720768066
26.0,73.94645136309697
27.0,72.69125716291147
28.0,73.23831297837366
29.0,76.10820285934395
30.0,75.64727272839805
31.0,74.05449518934067
32.0,75.17482880549538
33.0,74.44331293993368
34.0,73.93633958654432
35.0,73.27237547531197
36.0,72.87718273167869
37.0,41.6457372297928
38.0,49.91682202377842
39.0,67.85147613063839
40.0,75.37036607862417
41.0,75.67054578926583
42.0,75.14973019319095
43.0,80.6874946823066
44.0,80.87707860624386
45.0,75.86992365040346
46.0,77.59405870996028
47.0,79.65184513720871
48.0,78.99920025408906
49.0,81.22888176806944
50.0,81.22542905057347
51.0,79.37189050515724
52.0,76.53711477262985
53.0,76.28665417319239
54.0,72.11172172286601
55.0,70.83924895874678
56.0,73.01817411554418
57.0,72.86361279824038
58.0,73.67518305769589
59.0,73.30965142169123
60.0,73.64207827282911
61.0,74.26070771955546
62.0,74.383289602689
,73.94382985274146
,73.19473891829756
,75.77208203449067
,79.97611416312787
,79.37259722364627
,75.54175794483622
,75.94791655963999
,76.13116480204327
,76.79997860898003
,78.48004661701435
,76.86690412712561
,79.95060753384195
,79.56769577723082
,76.17658370073315
,75.67181496899127
,74.246515596426
