frame,center,eyes_ratio,MOA
1,123.0,0.808641975308642,0.9765749485507944
2,125.0,0.4863834422657952,0.9765749485507944
3,125.0,0.4284676833696441,0.9761870601839528
4,124.0,0.5522875816993464,0.9711364222667794
5,124.0,0.355119825708061,0.9656157585206696
6,123.0,0.3427741466957153,0.9421026317177148
7,122.0,0.3859840232389252,0.9647638212377322
8,121.0,0.4014161220043573,0.9801006064211448
9,121.0,0.247276688453159,0.9761870601839528
10,121.0,0.2015250544662309,0.9647638212377322
11,119.0,0.1586782861292665,0.9421026317177148
12,119.0,0.158315177923021,0.982872186934322
13,119.0,0.247276688453159,0.9711364222667794
14,119.0,0.2040668119099491,0.9769000173962616
15,112.0,0.7116920842411039,0.9935326726564044
16,112.0,0.7116920842411039,0.9801548125884952
17,118.0,0.1978939724037763,0.9761870601839528
18,118.0,0.158315177923021,0.9982743731749958
19,114.0,0.8380537400145243,0.9943091539198092
20,117.0,0.7104212055192447,0.9312427797057534
21,118.0,0.218954248366013,0.9998000599800072
22,120.0,0.1988017429193899,0.9934800715262958
23,121.0,0.2380174291938998,0.982872186934322
24,123.0,0.5065359477124183,0.9761870601839528
25,124.0,0.460239651416122,0.9761870601839528
26,122.0,0.3427741466957153,0.982872186934322
27,121.0,0.2287581699346405,0.982872186934322
28,122.0,0.3859840232389252,0.9761870601839528
29,122.0,0.4448075526506899,0.9429903335828896
30,121.0,0.2781408859840232,0.9761870601839528
31,122.0,0.4438997821350762,0.9801006064211448
32,122.0,0.3002904865649963,0.9769000173962616
33,119.0,0.8366013071895424,0.9429903335828896
34,122.0,0.2570806100217865,0.9769000173962616
35,121.0,0.2904865649963689,0.9948934062566148
36,115.0,0.94281045751634,0.9805806756909204
37,116.0,0.9133986928104576,0.9821022792346162
38,116.0,0.7104212055192447,0.986016013843798
39,121.0,0.2238562091503268,0.9805806756909204
40,120.0,0.2663398692810457,0.962650940153899
41,121.0,0.2663398692810457,0.9805806756909204
42,122.0,0.275599128540305,0.962650940153899
43,125.0,0.3218954248366013,0.973417168333576
44,126.0,0.6594045025417574,0.9284766908852594
45,126.0,0.8119099491648512,0.962650940153899
46,132.0,0.5250544662309368,0.888217643155949
47,130.0,1.0,0.9877629653290692
48,132.0,0.4014161220043573,0.9647638212377322
49,134.0,0.4139433551198257,0.924678098474716
50,133.0,0.2565359477124183,0.9191450300180578
51,131.0,0.2565359477124183,0.9191450300180578
52,131.0,0.247276688453159,0.95577900872195
53,125.0,0.5250544662309368,0.95577900872195
54,124.0,0.5708061002178649,0.9119215051751064
55,123.0,0.4593318809005083,0.9647638212377322
56,122.0,0.3166303558460421,0.98058067569092
57,122.0,0.3297022512708787,0.9711364222667794
58,121.0,0.2864923747276688,0.9769000173962616
59,121.0,0.2904865649963689,0.973417168333576
60,121.0,0.2374727668845316,0.9421026317177148
61,121.0,0.247276688453159,0.9769000173962616
62,120.0,0.2282135076252723,0.9994801143396996
63,120.0,0.247276688453159,0.9934800715262958
64,120.0,0.1880900508351488,0.970142500145332
65,120.0,0.1880900508351488,0.973417168333576
66,120.0,0.1830065359477124,0.9769000173962616
67,119.0,0.1586782861292665,0.9769000173962616
68,119.0,0.2080610021786492,0.9938837346736188
69,119.0,0.2080610021786492,0.987762965329069
70,119.0,0.1521423384168482,0.9922778767136676
