frame,center,eyes_ratio,MOA
1,308.0,0.3385416666666666,0.99892721449999
2,307.0,0.3454861111111111,0.9960248861200668
3,306.0,0.4305555555555556,0.9715661623853936
4,308.0,0.4710648148148148,0.9960248861200668
5,307.0,0.3689236111111111,0.9551000569724518
6,308.0,0.3454861111111111,0.996639273541688
7,307.0,0.7387152777777777,0.989492618225581
8,305.0,0.4502314814814815,0.991905454158288
9,306.0,0.5081018518518519,0.985046362276938
10,303.0,0.4189814814814815,0.946649906050144
11,304.0,0.2934027777777778,0.9002843394976934
12,305.0,0.4189814814814815,0.932130464747183
13,302.0,0.6927083333333333,0.9953691742669664
14,307.0,0.5289351851851852,0.998810034506351
15,308.0,0.4814814814814815,0.9989936079092968
16,306.0,0.3385416666666666,0.9962826325690703
17,306.0,0.5289351851851852,1.0
18,305.0,0.6328125,0.9951807368975794
19,305.0,0.5772569444444444,0.9988238334242368
20,307.0,0.5772569444444444,0.998788876602404
21,307.0,0.552662037037037,0.9988982694994464
22,306.0,0.552662037037037,0.99892721449999
23,306.0,0.6467013888888888,0.9903839144584464
24,304.0,0.5642361111111112,1.0
25,306.0,0.6328125,0.9133105972499946
26,306.0,0.6067708333333333,0.9436385730293152
27,305.0,0.6927083333333333,0.8819903054490957
28,303.0,0.6927083333333333,0.9986178293325098
29,302.0,0.552662037037037,0.9858020996470211
30,302.0,0.6788194444444444,0.9858020996470211
31,300.0,0.7320601851851851,0.9278774352344524
32,308.0,0.7899305555555556,0.9999238008152208
33,308.0,0.5983796296296297,0.9881164689548824
34,307.0,0.6631944444444444,0.99992742842619
35,306.0,0.7476851851851851,0.9981074057317648
36,305.0,0.7083333333333333,0.9981074057317648
37,306.0,0.7387152777777777,0.9998397831503716
38,306.0,0.4618055555555556,0.998088045134511
39,307.0,0.552662037037037,0.9935581312703178
40,301.0,0.6458333333333333,0.8147311498543564
41,306.0,0.6788194444444444,0.9964506050482768
42,305.0,0.8081597222222222,0.9634876987925016
43,304.0,0.7644675925925926,0.9668738491065704
44,301.0,0.6927083333333333,0.9678766714034702
45,302.0,0.7022569444444444,0.9936735474422864
46,307.0,0.5069444444444444,0.9888367737587506
47,307.0,0.7013888888888888,0.999910726684608
48,305.0,0.791087962962963,0.993097124155842
49,303.0,0.4976851851851852,0.996639273541688
50,301.0,0.5251736111111112,0.9990903266442982
51,300.0,0.5798611111111112,0.8931195655879671
52,297.0,0.5512152777777778,1.0
53,299.0,0.4594907407407407,0.8743388995338357
54,301.0,0.7239583333333333,0.8661855860486004
55,302.0,0.7696759259259259,0.9973763862350912
56,302.0,0.7337962962962963,0.9279042225030892
57,303.0,0.6388888888888888,0.9894702580729052
58,306.0,0.7204861111111112,0.9106205363684664
59,304.0,0.6909722222222222,0.928718494597148
60,304.0,1.0,0.935752394123008
61,306.0,0.4016203703703703,0.8944271909999159
62,305.0,0.4189814814814815,0.932130464747183
63,302.0,0.6927083333333333,0.9953691742669664
64,307.0,0.5289351851851852,0.998810034506351
65,308.0,0.4814814814814815,0.9989936079092968
66,306.0,0.3385416666666666,0.9962826325690703
67,306.0,0.5289351851851852,1.0
68,305.0,0.6328125,0.9951807368975794
69,305.0,0.5772569444444444,0.9988238334242368
70,305.0,0.4189814814814815,0.932130464747183
