frame,center,eyes_ratio,MOA
1,132.0,0.3429951690821256,0.9976303284229832
2,130.0,0.24154589371980678,0.9989366098486855
3,130.0,0.3140096618357488,0.9945054529214061
4,129.0,0.24154589371980678,0.9982743731749958
5,125.0,0.5821256038647343,0.9919979117236188
6,124.0,0.4347826086956522,0.9922778767136677
7,131.0,0.15942028985507248,0.9999999999999999
8,123.0,0.4492753623188406,0.9927337820337083
9,130.0,0.17391304347826086,0.9934800715262958
10,123.0,0.4492753623188406,0.9927337820337083
11,126.0,0.6183574879227054,0.9935326726564043
12,129.0,0.3743961352657005,0.9982743731749958
13,125.0,0.5797101449275361,0.9934800715262958
14,129.0,0.27294685990338163,0.9948934062566149
15,131.0,0.17391304347826086,0.9934800715262958
16,123.0,0.5048309178743962,0.9872411207126471
17,124.0,0.48309178743961356,0.9877629653290692
18,123.0,0.5410628019323671,0.9922778767136677
19,123.0,0.48309178743961356,0.9907115796044094
20,124.0,0.5241545893719807,1.0
21,124.0,0.5410628019323671,0.9656157585206696
22,123.0,0.5241545893719807,0.9919979117236188
23,123.0,0.463768115942029,0.9919979117236188
24,122.0,0.5241545893719807,0.9922778767136677
25,123.0,0.4903381642512077,0.9922778767136677
26,122.0,0.5241545893719807,0.9919979117236188
27,122.0,0.5458937198067633,0.9999999999999999
28,122.0,0.6183574879227053,0.9984603532054125
29,124.0,0.5,0.9984603532054125
30,126.0,0.33816425120772947,0.9934800715262958
31,126.0,0.29227053140096615,0.9934800715262958
32,130.0,0.11594202898550725,0.9934800715262958
33,130.0,0.15217391304347827,0.9948934062566149
34,130.0,0.4347826086956522,0.9945054529214061
35,135.0,0.25120772946859904,1.0
36,136.0,0.24154589371980678,0.9967639550118451
37,136.0,0.2608695652173913,0.9994449069791543
38,132.0,0.6714975845410629,0.9945054529214061
39,135.0,0.6956521739130435,0.9935326726564043
40,136.0,0.5241545893719807,0.9938837346736189
41,140.0,0.3140096618357488,0.9938837346736189
42,139.0,0.3140096618357488,0.9922778767136677
43,139.0,0.3599033816425121,0.9999061869691637
44,139.0,0.32608695652173914,0.9938837346736188
45,138.0,0.3115942028985507,0.9927337820337083
46,139.0,0.30193236714975846,0.9938837346736188
47,140.0,0.33816425120772947,0.9999061869691637
48,138.0,0.6763285024154589,0.9922778767136677
49,139.0,0.4347826086956522,0.9922778767136677
50,140.0,0.427536231884058,0.9999061869691637
51,140.0,0.5193236714975845,0.9998461420100133
52,142.0,0.5748792270531401,0.9938837346736188
53,143.0,0.42028985507246375,0.9922778767136677
54,146.0,0.3502415458937198,0.9929278168066742
55,148.0,0.463768115942029,0.994309153919809
56,145.0,0.5483091787439613,0.9417419115948374
57,158.0,0.28019323671497587,0.9761870601839528
58,157.0,0.4396135265700483,0.9999999999999998
59,161.0,0.4251207729468599,0.9530729253345639
60,159.0,0.3864734299516908,0.9284766908852594
61,159.0,0.32608695652173914,0.8741572761215377
62,163.0,0.33816425120772947,0.9693340879652035
63,162.0,0.27053140096618356,0.9863939238321437
64,160.0,0.4106280193236715,0.9970544855015815
65,159.0,0.3285024154589372,0.9838699100999074
66,160.0,0.3285024154589372,0.9863939238321437
67,160.0,0.2995169082125604,0.9966392735416881
68,162.0,0.39855072463768115,0.9883716976506173
69,163.0,0.34782608695652173,0.9965457582448797
70,162.0,0.28743961352657005,0.9970544855015815
71,160.0,0.33816425120772947,0.9872411207126471
72,156.0,0.5917874396135265,0.9977851578566089
73,160.0,0.5917874396135265,0.9838699100999073
74,162.0,0.9009661835748792,0.9977851578566089
75,160.0,1.0,0.9912279006826347
76,164.0,0.30917874396135264,0.9863939238321437
77,162.0,0.30917874396135264,0.9958932064677039
78,160.0,0.34782608695652173,0.9965457582448797
79,153.0,0.4468599033816425,0.9968152785361252
